# Finance sentiment terms — tiếng Việt, tin chứng khoán. Tự biên soạn 2026-07-24
# từ vốn từ headline thực tế (thamkhao/present/docs_vietstock/Discovered Channels.md).
# Format: phrase<TAB>score. Phrase dùng dạng segmented '_' (khớp unigram/bigram/trigram).
# Score [-1, 1]. Finance terms OVERRIDE lexicon chung khi trùng key.
tăng_trần	1.0
giảm_sàn	-1.0
tím_trần	1.0
nằm_sàn	-0.9
bứt_phá	0.8
lập_đỉnh	0.8
vượt_đỉnh	0.8
lập_kỷ_lục	0.8
kỷ_lục	0.7
lãi_kỷ_lục	1.0
lỗ_kỷ_lục	-1.0
lao_dốc	-0.9
cắm_đầu	-0.8
sụt_giảm	-0.6
sụt_mạnh	-0.7
giảm_mạnh	-0.7
giảm_sâu	-0.8
tăng_mạnh	0.7
tăng_vọt	0.8
tăng_tốc	0.6
khởi_sắc	0.7
hồi_phục	0.6
phục_hồi	0.6
tích_cực	0.6
tiêu_cực	-0.6
đột_biến	0.4
thăng_hoa	0.8
bùng_nổ	0.7
sôi_động	0.5
ảm_đạm	-0.6
u_ám	-0.6
trầm_lắng	-0.4
đóng_băng	-0.7
lãi	0.7
lỗ	-0.7
thua_lỗ	-0.8
lãi_ròng	0.6
lỗ_ròng	-0.8
lãi_lớn	0.8
lỗ_nặng	-0.9
lỗ_liên_tiếp	-0.9
có_lãi	0.6
báo_lãi	0.7
báo_lỗ	-0.8
thoát_lỗ	0.5
chuyển_lỗ	-0.6
tăng_trưởng	0.6
suy_giảm	-0.6
suy_thoái	-0.8
khủng_hoảng	-0.9
vỡ_nợ	-1.0
phá_sản	-1.0
giải_thể	-0.8
hủy_niêm_yết	-0.7
rời_sàn	-0.5
cắt_margin	-0.6
bán_tháo	-0.9
xả_hàng	-0.6
gom_mạnh	0.5
mua_ròng	0.6
bán_ròng	-0.6
cổ_tức	0.5
chia_cổ_tức	0.6
cổ_tức_khủng	0.9
cổ_phiếu_thưởng	0.6
vượt_kế_hoạch	0.8
vượt_mục_tiêu	0.8
hoàn_thành_kế_hoạch	0.6
đi_lùi	-0.5
thụt_lùi	-0.6
chậm_tiến_độ	-0.6
đúng_tiến_độ	0.4
xử_phạt	-0.7
bị_phạt	-0.7
án_phạt	-0.7
phạt_nặng	-0.8
truy_thu	-0.6
truy_thu_thuế	-0.6
khởi_tố	-0.9
bắt_giam	-0.9
điều_tra	-0.6
thao_túng	-0.9
gian_lận	-0.9
lừa_đảo	-1.0
chiếm_đoạt	-0.9
sai_phạm	-0.7
vi_phạm	-0.6
bê_bối	-0.8
lùm_xùm	-0.6
tai_tiếng	-0.7
cảnh_báo	-0.5
kiểm_soát_đặc_biệt	-0.8
hạn_chế_giao_dịch	-0.7
đình_chỉ	-0.7
thu_hồi	-0.5
thu_hồi_dự_án	-0.6
tăng_vốn	0.4
huy_động_vốn	0.3
phát_hành_thành_công	0.6
hút_thành_công	0.6
đấu_giá_thành_công	0.5
thành_công	0.5
thất_bại	-0.7
bất_thành	-0.6
đổ_vỡ	-0.8
thoái_vốn	-0.3
rút_vốn	-0.4
bán_sạch	-0.4
đăng_ký_mua	0.4
muốn_mua	0.3
nâng_sở_hữu	0.4
trở_thành_cổ_đông_lớn	0.4
mở_rộng	0.5
đầu_tư_mới	0.4
khánh_thành	0.5
khai_trương	0.5
ra_mắt	0.4
trúng_thầu	0.7
ký_hợp_đồng	0.5
hợp_tác	0.4
đơn_hàng	0.4
hết_thời	-0.6
khó_khăn	-0.6
bủa_vây	-0.7
áp_lực	-0.5
rủi_ro	-0.5
bất_ổn	-0.6
biến_động	-0.3
giằng_co	-0.2
đi_ngang	0.0
ổn_định	0.3
khả_quan	0.6
lạc_quan	0.6
bi_quan	-0.6
thận_trọng	-0.3
kỳ_vọng	0.4
triển_vọng	0.4
tiềm_năng	0.4
hấp_dẫn	0.5
đắt_đỏ	-0.3
rẻ	0.2
định_giá_cao	-0.3
quá_mua	-0.4
quá_bán	-0.3
làm_giá	-0.8
bán_chui	-0.9
margin_call	-0.9
giải_chấp	-0.8
mất_thanh_khoản	-0.9
thanh_khoản_cao	0.5
thanh_khoản_thấp	-0.4
cạn_kiệt	-0.7
dồi_dào	0.5
bội_thu	0.8
thất_thu	-0.7
hưởng_lợi	0.6
thiệt_hại	-0.7
tổn_thất	-0.7
mất_giá	-0.6
tăng_giá	0.5
giảm_giá	-0.4
hạ_nhiệt	-0.2
nóng_lên	0.3
đổi_chủ	-0.2
từ_nhiệm	-0.3
miễn_nhiệm	-0.4
bổ_nhiệm	0.3
kiện_toàn	0.2
tái_cơ_cấu	-0.1
nợ_xấu	-0.8
nợ_vay	-0.3
gánh_nặng	-0.6
phình_to	-0.5
căng_thẳng	-0.6
chiến_tranh	-0.8
xung_đột	-0.7
trừng_phạt	-0.6
miễn_thuế	0.5
giảm_thuế	0.5
tăng_thuế	-0.4
đánh_thuế	-0.4
