# General Vietnamese polarity lexicon — subset tự biên soạn (2026-07-24),
# lấy cảm hứng cấu trúc VietSentiWordNet (VSWN gốc: license/nguồn tải không ổn định
# — xem plan.md Q6; thay bằng bộ tự curate tối ưu cho tin tài chính).
# Format: word<TAB>score. Bị finance_terms.tsv override khi trùng key.
tốt	0.6
xấu	-0.6
đẹp	0.5
tệ	-0.7
mạnh	0.4
yếu	-0.4
cao	0.3
thấp	-0.3
tăng	0.5
giảm	-0.5
lên	0.3
xuống	-0.3
vượt	0.5
thắng	0.6
thua	-0.6
được	0.2
mất	-0.5
thêm	0.2
bớt	-0.2
lớn	0.3
nhỏ	-0.1
nhanh	0.3
chậm	-0.3
dễ	0.3
khó	-0.4
thuận_lợi	0.6
bất_lợi	-0.6
cải_thiện	0.6
xấu_đi	-0.6
tồi_tệ	-0.8
tuyệt_vời	0.8
xuất_sắc	0.8
ấn_tượng	0.6
nổi_bật	0.5
đáng_chú_ý	0.2
đáng_ngại	-0.6
lo_ngại	-0.6
lo_lắng	-0.6
yên_tâm	0.5
tin_tưởng	0.5
nghi_ngờ	-0.5
sợ_hãi	-0.7
hoảng_loạn	-0.9
phấn_khích	0.7
hào_hứng	0.6
thất_vọng	-0.7
hài_lòng	0.6
bất_ngờ	0.1
sốc	-0.6
ổn	0.3
bất_thường	-0.4
bình_thường	0.0
an_toàn	0.5
nguy_hiểm	-0.7
nguy_cơ	-0.6
cơ_hội	0.5
thách_thức	-0.4
trở_ngại	-0.5
thuận	0.3
nghịch	-0.3
sáng	0.3
tối	-0.3
sáng_sủa	0.5
mờ_mịt	-0.6
vững	0.5
vững_chắc	0.6
bền_vững	0.6
lung_lay	-0.6
sụp_đổ	-0.9
đổ_bể	-0.8
thịnh_vượng	0.8
giàu	0.5
nghèo	-0.5
đắt	-0.2
hiệu_quả	0.6
kém_hiệu_quả	-0.6
lãng_phí	-0.6
tiết_kiệm	0.4
dư_thừa	-0.2
thiếu_hụt	-0.6
đầy_đủ	0.4
hoàn_hảo	0.7
sai	-0.5
đúng	0.4
chính_xác	0.4
nhầm_lẫn	-0.5
minh_bạch	0.5
mờ_ám	-0.7
bí_ẩn	-0.3
gian_dối	-0.8
trung_thực	0.6
uy_tín	0.6
mất_uy_tín	-0.7
danh_tiếng	0.5
tai_hại	-0.7
hữu_ích	0.5
vô_ích	-0.5
quan_trọng	0.2
cần_thiết	0.3
khẩn_cấp	-0.4
nghiêm_trọng	-0.7
trầm_trọng	-0.8
nhẹ_nhàng	0.3
êm_đềm	0.4
dữ_dội	-0.4
khốc_liệt	-0.6
gay_gắt	-0.5
êm_ả	0.4
hỗn_loạn	-0.8
trật_tự	0.3
kỷ_luật	0.2
buộc_phải	-0.3
tự_nguyện	0.2
ép_buộc	-0.5
tự_do	0.4
hạn_chế	-0.4
cấm	-0.6
cho_phép	0.3
ủng_hộ	0.5
phản_đối	-0.5
đồng_thuận	0.4
mâu_thuẫn	-0.5
tranh_chấp	-0.6
kiện	-0.6
hoà_giải	0.3
hợp_lý	0.4
vô_lý	-0.5
công_bằng	0.4
bất_công	-0.6
may_mắn	0.5
xui_xẻo	-0.6
thảm_hoạ	-0.9
thảm_khốc	-0.9
tích_luỹ	0.3
hao_hụt	-0.5
